ASIN,Brand,Title,Category,BuyBox,#,Fulfillment ,Price,FBA fee,Sales,Revenue,BSR,Rating,Review Count,Review Velocity,Dimensions,Weight,Size Tier,Images,,
"B07V3GXCCN","Ancjiape",,,,"n/a","N/A","0.00","0.00",,,,"-1","0","n/a","n/a",,"n/a",,,
"B085TS5GYH","luckiner","N/A 100Pcs Disposable Black Nitrile Gloves Powder Free Glove Multi-Purpose Size M","DIY & Tools",,"1","MFN","13.49","0.00","68","917.32","6,188","-1","0","0","n/a","n/a","n/a","4",,
"B0865RQM6Q","Aimik",,,,"n/a","N/A","0.00","0.00",,,,"-1","0","n/a","n/a",,"n/a",,,
"B006GTD0BK","YBS Safety Workwear","12 PAIRS OF NEW PU BLACK COATED WORK GLOVES PRECISION SIZE 9/LARGE GARDENNING By YBS BRAND","DIY & Tools",,"4","MFN","8.98","3.62","361","3,241.78","3,542","4.5","175","1","6.5x10.7x4.3","0.71","Large Standard-Size","1",,
"B009DR1TD8","Ansell",,,,"n/a","N/A","0.00","0.00",,,,"4","32","n/a","n/a",,"n/a",,,
"B019XSD6AK","Ansell","Ansell PX130 Multi-purpose gloves, mechanical protection, Grey, Size 9 (Pack of 12 pairs)","DIY & Tools",,"1","AMZ","17.78","4.81","0","0.00","0","5","2","0","5.8x10.6x4.1","0.84","Large Standard-Size","1",,
"B086PFGD9B","Singgreat","Multi Purpose Plastic Gloves Disposable Plastic Hand Gloves for Kitchen Cooking Cleaning Safety Food Handling Hair Salon Hair Dyeing (500PCS)","DIY & Tools",,"n/a","MFN","11.60","4.27","0","0.00","0","-1","0","0","3.9x5.9x2.0","0.66","Large Standard-Size","7",,
"B0872VN3G3","Artibetter",,,,"n/a","N/A","0.00","0.00",,,,"-1","0","n/a","n/a",,"n/a",,,
"B086PQGBFB","Artibetter",,,,"n/a","N/A","0.00","0.00",,,,"-1","0","n/a","n/a",,"n/a",,,
"B00BT0RW0G","Portwest","12 PAIRS PORTWES LATEX WORK GLOVES A150 S-XXL BLACK ORANGE GREEN (Extra Large, orange)","DIY & Tools",,"4","MFN","9.22","4.05","23","212.06","48,753","4.5","14","0","9.5x10.2x3.7","2.38","Large Standard-Size","2",,
"B0866SXGJ1","EXQUISE LIVIN",,,,"n/a","N/A","0.00","0.00",,,,"-1","0","n/a","n/a",,"n/a",,,
"B086C3WJPJ","SIRIGOGO",,,,"n/a","N/A","0.00","0.00",,,,"-1","0","n/a","n/a",,"n/a",,,
"B007HKLZ2S","MARIGOLD","Marigold Gloves Sensitive Skin Medium","DIY & Tools",,"1","AMZ","3.00","1.93","1,063","3,189.00","319","4.5","91","5","5.2x7.6x0.8","0.04","Large Standard-Size","3",,
"B07PX9TV6M","($) HANDLANDY","($) HANDLANDY Anti Vibration Safety Work Gloves for Men Women, Breathable Flexible Spandex Back, Touch Screen Utility Glove (Large, Red)","($) DIY & Tools","($) ","1","FBA","15.80","3.44","15","237.00","88,044","4.5","46","3","3.8x9.1x1.0","0.26","Large Standard-Size","7",,
"B086L3M9WT","($) RUNYA","($) RUNYA Disposable Gloves Medium Powder Free Vinyl Latex Gloves Clear, Pack of 100","($) DIY & Tools","($) ","1","MFN","17.99","0.00","0","0.00","0","-1","0","0","n/a","n/a","n/a","6",,
"B0837MDS7M","($) IDEAL Pro","($) IDEAL Pro Heat and Fire Resistant Gloves Large 14', for BBQ, Ovens, Grill, Fireplace, Stove, Welding etc. Cowhide Leather with Kevlar Stitching and Cotton Lining. for Men and Women","($) DIY & Tools","($) ","1","FBA","16.99","4.18","48","815.52","101,187","4.5","144","4","8.9x15.0x1.6","0.79","Large Standard-Size","1",,
"B075SHM2D7","($) OX Tools","($) OX Latex Hand Gloves – Waterproof Safety Gloves – Builders Gloves – Gardening Gloves – Blue, 9/Large","($) DIY & Tools","($) ","1","AMZ","5.21","2.26","399","2,078.79","3,216","4.5","51","0","0.9x10.9x0.6","0.33","Small Standard-Size","1",,
