#,Product Name,ASIN,Brand,Category,Price (£),Rank,Mo. Sales,Revenue (£),Reviews,First review date,Rating,Weight (lbs),Url
61,Leopard LEO-X15 Red Kids Motocross Motorbike Helmet (S 49-50cm) & Gloves (S 5cm) & Goggles + Kids CAMO Motocross 1PC Suit (S 5-6Yrs),B0744HY7C5,Leopard,Automotive,56.99,31844,9,513,20,,4.6,N/A,https://www.amazon.co.uk/dp/B0744HY7C5/
62,"SCOYCO Mens Hard Knuckle Motorcycle Gloves, Sports Gloves with Rubber Wrist Protection for Motorbike Riding Motocross Racing Enduro Dirt Bike MTB ATV Red",B07YDX3GKT,Scoyco,Automotive,16.99,14474,19,323,2,,5.0,0.14,https://www.amazon.co.uk/dp/B07YDX3GKT/
63,Fox Dirtpaw Race Gloves orange,B001GQFC4G,Fox Racing,Automotive,24.99,502444,1,25,66,,4.5,0.1,https://www.amazon.co.uk/dp/B001GQFC4G/
64,Motorcycle Gloves for Men's Woman's Breathable Off-road Racing Motorbike Gloves Knuckle Protection Padding Touch Screen Driving Gloves,B07N7DCJFB,BORLENI,--,14.99,N/A,,,115,,3.8,N/A,https://www.amazon.co.uk/dp/B07N7DCJFB/
65,Gloves Fox Flexair Black L,B07NDTTTS8,Fox,Automotive,0,171847,2,,4,,2.1,0.05,https://www.amazon.co.uk/dp/B07NDTTTS8/
66,"Muc-Off 154 Cut-Resistant Mechanics Gloves, L",B07847CT9B,Muc Off,Automotive,0,3745,72,,55,,4.2,0.04,https://www.amazon.co.uk/dp/B07847CT9B/
67,Black Winter Waterproof Leather Gloves 4 Motorbike Knuckle Guard,B016XAL3XI,GearX,--,0,N/A,,,509,,4.3,N/A,https://www.amazon.co.uk/dp/B016XAL3XI/
68,Troy Lee Designs Gloves GP,B015YJQR1C,Troy Lee Designs,--,19.99,N/A,,,0,--,4.3,0.14,https://www.amazon.co.uk/dp/B015YJQR1C/
69,EVO Professional Leather Motorbike Motorcycle Gloves Heavy Duty Thinsulate 3M Hipora Windproof Waterproof Winter All Weather Thermal Carbon Shell Fiber Knuckle Smartphone Touch Compatible Gloves,B0711VMJWW,EVO Fitness,--,16.99,N/A,,,83,,4.2,0.25,https://www.amazon.co.uk/dp/B0711VMJWW/
70,Motorcycle Gloves Leather Touch Screen Men Cycling Glove Motorbike Racing guantes de moto luvas de motocicleta&nbsp;-Perforated Brown-8-XL,B086RP92Z3,IAMZHL,Automotive,33.47,105495,3,100,0,--,4.1,N/A,https://www.amazon.co.uk/dp/B086RP92Z3/
71,O`Neal Fingerless WIRED Glove,B01J51RA1Q,O'Neal,Automotive,19.99,59997,5,100,10,,4.2,0.09,https://www.amazon.co.uk/dp/B01J51RA1Q/
