#,Product Name,ASIN,Brand,Category,Price (£),Rank,Mo. Sales,Revenue (£),Reviews,First review date,Rating,Weight (lbs),Url
62,"Safetots Extending Metal Pet Gate, 62.5 to 106.8, Black",B01BFDW7T2,Safetots,Baby Products,25.95,6094,40,1038,19,Dec 19 2016,4.0,3.7,https://www.amazon.co.uk/dp/B01BFDW7T2/
63,6 x 125g Jars Cow & Gate Bolognese Baby Food Nutritious Quality Food,B086K1NTQ2,KRISP,Grocery,12.5,27703,,,1,,5.0,0.8,https://www.amazon.co.uk/dp/B086K1NTQ2/
64,Safety 1st Easy Close Safety Gate Made from Wood / Pressure Fit / Natural,B009ETBCLY,Safety 1st,Baby Products,49,2020,165,8085,401,Dec 31 2015,4.1,4,https://www.amazon.co.uk/dp/B009ETBCLY/
65,ib style-Kaya| Premium Safety gate | with All Safety Features | 75-175cm,B07FM98B8K,ib style,Baby Products,0,35674,7,,8,,4.8,N/A,https://www.amazon.co.uk/dp/B07FM98B8K/
66,6 x 125g Jars Cow & Gate Carrot & Potato Baby Nutritious Quality Food,B086K1DCWF,KRISP,Grocery,12.5,29049,,,0,--,5.0,0.8,https://www.amazon.co.uk/dp/B086K1DCWF/
67,BabyDan 106cm Extra Tall Pressure fit Pet Gate (Black),B015QWBXBG,BabyDan,Baby Products,39.99,2206,151,6038,308,Dec 27 2015,4.4,4.6,https://www.amazon.co.uk/dp/B015QWBXBG/
68,BabyDan Super Flexi Fit Extending Wooden Safety Gate (Beech/Silver),B007IH03J6,BabyDan,Baby Products,36.99,2873,111,4106,196,Jan 15 2013,4.0,3.5,https://www.amazon.co.uk/dp/B007IH03J6/
69,Dog Door Safety Barrier Magic Door Indoor Foldable Mesh Baby Carrier Stairs Portable ExtensibleLockable Dog Safety Gate Stair Safety Gate for Pets 180 cm x 72 cm,B07V5SJNYN,YJZQ,Baby Products,18.06,21561,11,199,0,--,2.3,0.1,https://www.amazon.co.uk/dp/B07V5SJNYN/
70,Dreambaby Cosmopolitan Wood/Metal Safety Gate (75 - 82 cm),B01B1UEJPO,Dreambaby,Baby Products,29.99,21466,11,330,6,,4.0,4.4,https://www.amazon.co.uk/dp/B01B1UEJPO/
71,BabyDan Danamic Narrow Pressure Fit Safety Gate (63-69.5 cm),B00VEEQBKY,BabyDan,Baby Products,31.95,8519,28,895,385,Jul 26 2009,3.9,3.4,https://www.amazon.co.uk/dp/B00VEEQBKY/
72,"Safetots No Screw Stair Gate, White",B00BHHQHUC,Safetots,Baby Products,32.95,36396,7,231,10,Jun 21 2013,3.1,5,https://www.amazon.co.uk/dp/B00BHHQHUC/
73,"ZEHNHASE Kids Bed Rail, Vertical Lifting Bed Guard Safety Protection Guard,Anti-Fall Bed Guardrail for Toddler Baby and Children(180cm,Grey,1pc)",B07PYN7NWK,ZEHNHASE,Baby Products,46.99,5290,46,2162,287,May 20 2019,4.2,3.74,https://www.amazon.co.uk/dp/B07PYN7NWK/
74,Safetots No Screw Stair Gate Black,B015Q06GCE,Safetots,Baby Products,32.95,21051,12,395,5,,5.0,N/A,https://www.amazon.co.uk/dp/B015Q06GCE/
75,Safetots No Screw Stair Gate Silver,B015Q16I3U,BabyDan,Baby Products,32.95,30522,8,264,0,--,4.2,N/A,https://www.amazon.co.uk/dp/B015Q16I3U/
