#,Product Name,ASIN,Brand,Category,Price (£),Rank,Mo. Sales,Revenue (£),Reviews,First review date,Rating,Weight (lbs),Url
46,Selotrot Non-slip Rubber Bar Mat Bar Runner Glass Drip Tray Beer Drink Rail Bars Service Mat,B07VFHS5H7,Selotrot,Home & Kitchen,11.3,138122,37,418,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07VFHS5H7/
47,"Stalwart F977 Rubber Bar Mat, 45 cm x 30 cm",B004EEGTR6,Stalwart,"Business, Industry & Science",11.84,308333,1,12,0,--,0.0,0.74,https://www.amazon.co.uk/dp/B004EEGTR6/
48,Homyl Yellow Rubber Bar Mat - Bar Service Spill Mat - Waterproof Dish Drying Mat - 24 x 3 inch,B07V1NWZZ6,Homyl,--,21.09,N/A,,,0,--,4.9,N/A,https://www.amazon.co.uk/dp/B07V1NWZZ6/
49,Rubber Bar Service Mat Water Proof Bar Mat Cocktail Cup Coaster Tool 30x45cm Yellow,B07CBQQ971,Dolity,--,23.33,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07CBQQ971/
50,Winware Rubber Bar Mat (Non-slip matting for front or back of bar use),B0045ZTZIE,Winware,Home & Kitchen,20.48,3179270,30,614,0,--,4.2,3,https://www.amazon.co.uk/dp/B0045ZTZIE/
51,"2 Pcs Premium Black Bar Mats, Rubber, Anti-Skid, Multipurpose",B07KCXC73Q,B Baosity,--,24.55,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07KCXC73Q/
52,ZOOMY Bar Mat Rubber Spill Mat Non-Slip No-Spill Drink Service Pad Bar Restaurant Home Counter - Black,B07L9MP1HT,ZOOMY,--,10.55,N/A,,,0,--,4.9,N/A,https://www.amazon.co.uk/dp/B07L9MP1HT/
53,Royal Engineers Personalised Rubber BAR MAT Runner Army Military Veteran,B083JD33L9,Unspecified,--,12.99,N/A,,,0,--,4.2,N/A,https://www.amazon.co.uk/dp/B083JD33L9/
54,Life Guards Personalised Rubber BAR MAT Runner Army Military Veteran,B083JCD8WP,Unspecified,--,12.99,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B083JCD8WP/
55,Queen ALEXANDRAS Royal Army Nursing Corps Personalised Rubber BAR MAT Runner Army Military Veteran,B083JC5Q7D,Unspecified,--,12.99,N/A,,,0,--,3.0,N/A,https://www.amazon.co.uk/dp/B083JC5Q7D/
56,Life Guards Personalised Rubber BAR MAT Runner Army Military Veteran,B083G68D7P,Unspecified,--,12.99,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B083G68D7P/
57,Welsh Guards Personalised Rubber BAR MAT Runner Army Military Veteran,B083G634C1,Unspecified,--,12.99,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B083G634C1/
58,"B Baosity Rubber Bar Service Mats, 24 x 12 inch, Blue, Non-Slip, Heat Resistant, Waterproof",B07V4VFYP1,B Baosity,--,35.12,N/A,,,0,--,4.9,N/A,https://www.amazon.co.uk/dp/B07V4VFYP1/
59,"Stalwart C174 Rubber Bar Mat, 59 cm x 8 cm",B004EEMGG4,Stalwart,"Business, Industry & Science",13.31,87611,3,40,0,--,4.2,0.28,https://www.amazon.co.uk/dp/B004EEMGG4/
60,eamqrkt Non-slip Rubber Bar Mat Bar Runner Glass Drip Tray Beer Drink Rail Bars Service Mat,B07TVNPX2B,eamqrkt,--,13.54,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07TVNPX2B/
61,Rubber Bar Mat Black; Dimensions: 45&nbsp;X 30&nbsp;X 1&nbsp;cm,B01DDTK2IO,getgastro,--,16.46,N/A,,,3,,3.3,N/A,https://www.amazon.co.uk/dp/B01DDTK2IO/
62,"Zodiac M1812BM Rubber Bar Mat, 45 cm x 30 cm/18' x 12'",B003PJN6FY,Zodiac,Home & Kitchen,0,3339308,30,,0,--,3.6,0.1,https://www.amazon.co.uk/dp/B003PJN6FY/
63,Summerwindy Rubber Service Bar Mat Heavy Duty Home Bar And Rubber Drip Mats Cocktail Bartender Tea Cup Mug Set Waterproof Kitchen Placemat Small,B07YXK9LJV,Summerwindy,--,7.91,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07YXK9LJV/
64,Sothat Rubber Service Bar Mat Heavy Duty Home Bar And Rubber Drip Mats Cocktail Bartender Tea Cup Mug Set Waterproof Kitchen Placemat Large,B07WC8FS2R,Sothat,--,13.86,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07WC8FS2R/
65,Mifive Rubber Service Bar Mat Heavy Duty Home Bar And Rubber Drip Mats Cocktail Bartender Tea Cup Mug Set Waterproof Kitchen Placemat Small,B07XSMND5L,Mifive,--,7.91,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07XSMND5L/
66,Tiamu Rubber Service Bar Mat Heavy Duty Home Bar And Rubber Drip Mats Cocktail Bartender Tea Cup Mug Set Waterproof Kitchen Placemat Large,B07XDRBK8Q,Tiamu,--,13.31,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07XDRBK8Q/
67,Wqyiuan 10Pcs 95X95Mm Rubber Sublimation Coaster Blank Coaster Board Sublimation MDF Printing for Heat Press Machine,B081M9HWP1,Wqyiuan,Home & Kitchen,39.27,1387558,31,1217,0,--,4.7,1,https://www.amazon.co.uk/dp/B081M9HWP1/
68,"Bar Mats Red Rubber Counter Top Service Mat for Home Bar Cafe Party Wedding, 23 x 3 inch",B07WZWVVPC,H HILABEE,--,16.6,N/A,,,0,--,4.7,N/A,https://www.amazon.co.uk/dp/B07WZWVVPC/
69,USA American Flag Design bar runner great for home bar shop cocktail party advertising tool bar mat,B00SBDLBBA,L&S PRINTS FOAM DESIGNS,Home & Kitchen,9.99,1195785,31,310,1,,4.0,2,https://www.amazon.co.uk/dp/B00SBDLBBA/
70,getgastro Rubber Bar Mat Long Thin&nbsp;–&nbsp;In Black Stainless Steel Frame Knobs Lens High Stability/Dimensions: 60&nbsp;x 10&nbsp;x 2&nbsp;cm,B01DDUQPYI,getgastro,--,26.12,N/A,,,1,,5.0,N/A,https://www.amazon.co.uk/dp/B01DDUQPYI/
71,Rubber Beer Bar Service Spill Mat Water Proof PVC Mat Kitchen Tool 30x45CM,B07BM25LQF,MagiDeal,--,21.58,N/A,,,0,--,0.0,N/A,https://www.amazon.co.uk/dp/B07BM25LQF/
